1659.5018,,,date,real,predict
667.1856,,,,,
671.77875,,,,,
675.85944,,,,,
680.2568,,,,,
686.7716,,,,,
694.633,,,,,
703.541,,,,,
715.17194,,,,,
728.8354,,,,,
740.8724,,,,,
750.49194,,,,,
756.4074,,,,,
757.6885,,,,,
753.4055,,,,,
745.69183,,,,,
737.4483,,,,,
733.1192,,,,,
733.99316,,,,,
737.3187,,,,,
740.97736,,,,,
744.77325,,,,,
744.83295,,,,,
740.52155,,,,,
736.01495,,,,,
732.9112,,,,,
729.35425,,,,,
722.6311,,,,,
714.43933,,,,,
704.1667,,,,,
692.59595,,,,,
682.45105,,,,,
676.7295,,,,,
677.24884,,,,,
683.4593,,,,,
694.29254,,,,,
706.90753,,,,,
718.3574,,,,,
725.2164,,,,,
726.3831,,,,,
724.05835,,,,,
720.77905,,,,,
717.1081,,,,,
712.6356,,,,,
707.6059,,,,,
703.91016,,,,,
702.67474,,,,,
703.13983,,,,,
703.10266,,,,,
703.10425,,,,,
705.3464,,,,,
709.8392,,,,,
715.74524,,,,,
721.6573,,,,,
725.8458,,,,,
724.0785,,,,,
716.8128,,,,,
708.2436,,,,,
699.8688,,,,,
691.23303,,,,,
683.016,,,,,
675.77246,,,,,
669.911,,,,,
666.01483,,,,,
665.33984,,,,,
668.30536,,,,,
674.12305,,,,,
680.47626,,,,,
685.0053,,,,,
685.3798,,,,,
682.1258,,,,,
676.0178,,,,,
667.8508,,,,,
660.84564,,,,,
655.8005,,,,,
653.38074,,,,,
654.35785,,,,,
658.2946,,,,,
663.11707,,,,,
665.02576,,,,,
663.32135,,,,,
659.6471,,,,,
654.99115,,,,,
653.3093,,,,,
656.9505,,,,,
664.4648,,,,,
674.19604,,,,,
684.3616,,,,,
695.00134,,,,,
704.76013,,,,,
711.82227,,,,,
714.5727,,,,,
715.0401,,,,,
714.41626,,,,,
713.8656,,,,,
712.24445,,,,,
708.5944,,,,,
703.95776,,,,,
701.4429,,,,,
701.32745,,,,,
