日期,累计确诊,新增确诊,累计治愈,累计死亡,国家
2020/4/2,110574,4782,16847,13155,意大利
2020/4/2,2032,395,150,58,印度
2020/4/2,1380,27,50,5,南非
2020/4/2,7011,1150,127,250,巴西
2020/4/2,3548,771,235,30,俄罗斯
2020/4/2,2384,206,472,57,日本
2020/4/3,10062,86,6021,174,韩国
2020/4/3,87244,5516,24575,1138,德国
2020/4/3,53183,2715,17935,3294,伊朗
2020/4/3,82875,73,76984,3335,中国
2020/4/3,245658,28395,9311,6069,美国
2020/4/3,117710,7472,30513,10935,西班牙
2020/4/3,115242,4668,18278,13915,意大利
2020/4/3,2567,535,192,72,印度
2020/4/3,1462,82,95,5,南非
2020/4/3,8165,1154,127,332,巴西
2020/4/3,4149,601,281,34,俄罗斯
2020/4/3,2617,233,514,63,日本
2020/4/4,10156,94,6325,177,韩国
2020/4/4,92050,4806,24575,1295,德国
2020/4/4,82930,55,77210,3338,中国
2020/4/4,55743,2560,19736,3452,伊朗
2020/4/4,278568,32910,9920,7163,美国
2020/4/4,124736,7026,34219,11744,西班牙
2020/4/4,119827,4585,19758,14681,意大利
2020/4/4,3082,515,229,86,印度
2020/4/4,1505,43,95,9,南非
2020/4/4,9216,1051,127,365,巴西
2020/4/4,4731,582,333,43,俄罗斯
2020/4/4,2935,318,514,69,日本
2020/4/5,10237,81,6463,183,韩国
2020/4/5,97074,5024,26400,1478,德国
2020/4/5,83005,75,77348,3340,中国
2020/4/5,58226,2483,19736,3603,伊朗
2020/4/5,312487,33913,15021,8503,美国
2020/4/5,130759,6023,38080,12418,西班牙
2020/4/5,124632,4805,20996,15362,意大利
2020/4/5,3588,506,229,99,印度
2020/4/5,1585,80,95,9,南非
2020/4/5,10431,1215,127,446,巴西
2020/4/5,5389,658,355,45,俄罗斯
2020/4/5,3139,204,514,77,日本
2020/4/6,10284,47,6598,186,韩国
2020/4/6,100186,3112,28700,1590,德国
2020/4/6,83071,66,77450,3340,中国
2020/4/6,60500,2274,24236,3739,伊朗
2020/4/6,337971,25490,17582,9654,美国
2020/4/6,135032,4273,40437,13055,西班牙
2020/4/6,128948,4316,21815,15887,意大利
2020/4/6,4314,726,328,118,印度
2020/4/6,1655,70,95,11,南非
2020/4/6,11298,867,127,489,巴西
2020/4/6,6343,954,406,47,俄罗斯
2020/4/6,3654,515,575,85,日本
2020/4/7,10331,47,6694,192,韩国
2020/4/7,104199,4013,36081,1842,德国
2020/4/7,83157,86,77586,3342,中国
2020/4/7,62589,2089,27039,3872,伊朗
2020/4/7,369069,31098,20003,11018,美国
2020/4/7,140510,5478,43208,13798,西班牙
2020/4/7,132547,3599,22837,16523,意大利
2020/4/7,4911,597,382,137,印度
2020/4/7,1749,94,95,13,南非
2020/4/7,12341,1043,127,581,巴西
2020/4/7,7497,1154,494,58,俄罗斯
2020/4/7,3906,252,592,92,日本
2020/4/8,10384,53,6776,200,韩国
2020/4/8,109329,5130,36081,2096,德国
2020/4/8,83249,92,77711,3344,中国
2020/4/8,64586,1997,27039,3993,伊朗
2020/4/8,399979,30910,22539,12912,美国
2020/4/8,146690,6180,48021,14555,西班牙
2020/4/8,135586,3039,24392,17127,意大利
2020/4/8,5480,569,468,164,印度
2020/4/8,1749,0,95,13,南非
2020/4/8,14152,1811,127,699,巴西
2020/4/8,8672,1175,580,63,俄罗斯
2020/4/8,4257,351,622,93,日本
2020/4/9,10423,39,6973,204,韩国
2020/4/9,113615,4286,46300,2349,德国
2020/4/9,83305,56,77838,3345,中国
2020/4/9,66220,1634,32309,4110,伊朗
2020/4/9,432579,32600,24213,14830,美国
2020/4/9,152446,5756,52165,15238,西班牙
2020/4/9,139422,3836,26491,17669,意大利
2020/4/9,6237,757,569,186,印度
2020/4/9,1845,96,95,18,南非
2020/4/9,16238,2086,173,823,巴西
2020/4/9,10131,1459,698,76,俄罗斯
2020/4/9,4667,410,632,94,日本
2020/4/10,10450,27,7117,208,韩国
2020/4/10,119401,5786,52407,2607,德国
2020/4/10,83369,64,77935,3349,中国
2020/4/10,68192,1972,35465,4232,伊朗
2020/4/10,157022,4576,55668,15843,西班牙
2020/4/10,467184,34605,26522,16736,美国
2020/4/10,143626,4204,28470,18279,意大利
2020/4/10,6725,488,641,229,印度
2020/4/10,2003,158,410,24,南非
2020/4/10,18176,1938,173,957,巴西
2020/4/10,11917,1786,795,94,俄罗斯
2020/4/10,5530,863,685,99,日本
2020/4/11,10480,30,7243,211,韩国
2020/4/11,122855,3454,53913,2736,德国
2020/4/11,83482,113,78020,3349,中国
2020/4/11,70029,1837,41947,4357,伊朗
2020/4/11,161852,4830,59109,16353,西班牙
2020/4/11,501701,34517,29192,18781,美国
2020/4/11,147577,3951,30455,18849,意大利
2020/4/11,7997,1272,774,249,印度
2020/4/11,2003,0,410,24,南非
2020/4/11,19943,1767,173,1074,巴西
2020/4/11,13584,1667,1045,106,俄罗斯
2020/4/11,6005,475,762,99,日本
2020/4/12,10512,32,7368,214,韩国
2020/4/12,125834,2979,57400,2886,德国
2020/4/12,83597,115,78145,3351,中国
2020/4/12,71686,1657,43894,4474,伊朗
2020/4/12,166019,4167,62391,16972,西班牙
2020/4/12,152271,4694,32534,19468,意大利
2020/4/12,530830,29129,32314,20646,美国
2020/4/12,8504,507,972,289,印度
2020/4/12,2028,25,410,25,南非
2020/4/12,21042,1099,173,1144,巴西
2020/4/12,15770,2186,1291,130,俄罗斯
2020/4/12,6748,743,762,108,日本
2020/4/13,10537,25,7447,217,韩国
2020/4/13,127916,2082,64300,3022,德国
2020/4/13,83696,99,78262,3351,中国
2020/4/13,73303,1617,45983,4585,伊朗
2020/4/13,169496,3477,64727,17489,西班牙
2020/4/13,156363,4092,34211,19899,意大利
2020/4/13,558999,28169,42009,22154,美国
2020/4/13,9240,736,1096,331,印度
2020/4/13,2173,145,410,25,南非
2020/4/13,22625,1583,173,1245,巴西
2020/4/13,18328,2558,1470,148,俄罗斯
2020/4/13,7370,622,784,123,日本
2020/4/14,10564,27,7534,222,韩国
2020/4/14,130434,2518,68200,3220,德国
2020/4/14,83745,49,78389,3352,中国
2020/4/14,74877,1574,48123,4683,伊朗
2020/4/14,172541,3045,67504,18056,西班牙
2020/4/14,159516,3153,35435,20465,意大利
2020/4/14,583220,24221,44319,23654,美国
2020/4/14,10541,1301,1205,358,印度
2020/4/14,2415,242,410,27,南非
2020/4/14,23955,1330,2979,1361,巴西
2020/4/14,21102,2774,1694,170,俄罗斯
2020/4/14,7645,275,799,143,日本
2020/4/15,10591,27,7616,225,韩国
2020/4/15,83797,52,78504,3352,中国
2020/4/15,132553,2119,72600,3528,德国
2020/4/15,76389,1512,49933,4777,伊朗
2020/4/15,177633,5092,70853,18579,西班牙
2020/4/15,162488,2972,37130,21067,意大利
2020/4/15,609995,26775,50045,26069,美国
2020/4/15,11555,1014,1362,396,印度
2020/4/15,2415,0,410,27,南非
2020/4/15,25758,1803,14026,1557,巴西
2020/4/15,24490,3388,1986,198,俄罗斯
2020/4/15,8100,455,853,146,日本
2020/4/16,10613,22,7757,229,韩国
2020/4/16,135549,2996,77000,3850,德国
2020/4/16,84149,352,77635,4642,中国
2020/4/16,77995,1606,52229,4869,伊朗
2020/4/16,182816,5183,74797,19130,西班牙
2020/4/16,165155,2667,38092,21645,意大利
2020/4/16,640014,30016,52772,31002,美国
2020/4/16,12759,1204,1514,423,印度
2020/4/16,2506,91,410,34,南非
2020/4/16,29015,3257,14026,1760,巴西
2020/4/16,27938,3448,2304,232,俄罗斯
2020/4/16,8626,526,901,178,日本
2020/4/17,10635,22,7829,230,韩国
2020/4/17,138456,2907,81800,4193,德国
2020/4/17,84180,31,77744,4642,中国
2020/4/17,79494,1499,54064,4958,伊朗
2020/4/17,184948,2132,74797,19315,西班牙
2020/4/17,168941,3786,40164,22170,意大利
2020/4/17,672293,32279,56243,33325,美国
2020/4/17,13835,1076,1777,452,印度
2020/4/17,2605,99,903,48,南非
2020/4/17,30891,1876,14026,1952,巴西
2020/4/17,32008,4070,2590,273,俄罗斯
2020/4/17,9231,605,935,190,日本
2020/4/18,10653,18,7937,232,韩国
2020/4/18,142325,3869,85400,4403,德国
2020/4/18,84201,21,77825,4642,中国
2020/4/18,80868,1374,55987,5031,伊朗
2020/4/18,191726,6778,74797,20043,西班牙
2020/4/18,172434,3493,42727,22745,意大利
2020/4/18,706856,34563,60523,37087,美国
2020/4/18,14792,957,2045,488,印度
2020/4/18,2783,178,903,50,南非
2020/4/18,34485,3594,14026,2181,巴西
2020/4/18,36793,4785,3057,313,俄罗斯
2020/4/18,9787,556,935,190,日本
2020/4/19,10661,8,8042,234,韩国
2020/4/19,144348,2023,88000,4547,德国
2020/4/19,84237,36,77895,4642,中国
2020/4/19,82211,1343,57023,5118,伊朗
2020/4/19,195944,4218,77357,20453,西班牙
2020/4/19,175925,3491,44927,23227,意大利
2020/4/19,735366,28510,66854,39095,美国
2020/4/19,16402,1610,2601,538,印度
2020/4/19,3034,251,903,52,南非
2020/4/19,36925,2440,14026,2372,巴西
2020/4/19,42853,6060,3291,361,俄罗斯
2020/4/19,10296,509,1069,222,日本
2020/4/20,10674,13,8114,236,韩国
2020/4/20,84250,13,77978,4642,中国
2020/4/20,145743,1395,91500,4642,德国
2020/4/20,83505,1294,59273,5209,伊朗
2020/4/20,200210,4266,80587,20852,西班牙
2020/4/20,178972,3047,47055,23660,意大利
2020/4/20,760570,25204,71011,40702,美国
2020/4/20,17615,1213,2854,559,印度
2020/4/20,3158,124,903,54,南非
2020/4/20,39144,2219,22130,2484,巴西
2020/4/20,47121,4268,3446,405,俄罗斯
2020/4/20,10797,501,1159,236,日本
2020/4/21,10683,9,8213,237,韩国
2020/4/21,84287,37,78042,4642,中国
2020/4/21,147593,1850,95200,4869,德国
2020/4/21,84802,1297,60965,5297,伊朗
2020/4/21,204178,3968,82514,21282,西班牙
2020/4/21,181228,2256,48877,24114,意大利
2020/4/21,788920,28350,73533,42458,美国
2020/4/21,18985,1370,3273,603,印度
2020/4/21,3300,142,1055,58,南非
2020/4/21,40814,1670,22991,2588,巴西
2020/4/21,52763,5642,3873,456,俄罗斯
2020/4/21,11135,338,1239,263,日本
2020/4/22,10694,11,8277,238,韩国
2020/4/22,84302,15,78147,4642,中国
2020/4/22,149044,1451,99400,5127,德国
2020/4/22,85996,1194,63113,5391,伊朗
2020/4/22,208389,4211,85915,21717,西班牙
2020/4/22,183957,2729,51600,24648,意大利
2020/4/22,826248,37328,75682,45153,美国
2020/4/22,20471,1486,3976,652,印度
2020/4/22,3465,165,1055,58,南非
2020/4/22,43592,2778,24325,2769,巴西
2020/4/22,57999,5236,4420,513,俄罗斯
2020/4/22,11512,377,1356,281,日本
2020/4/23,10702,8,8411,240,韩国
2020/4/23,84311,9,78236,4642,中国
2020/4/23,151175,2131,103300,5354,德国
2020/4/23,87026,1030,64843,5481,伊朗
2020/4/23,213024,4635,89250,22157,西班牙
2020/4/23,187327,3370,54543,25085,意大利
2020/4/23,846981,17733,77064,46859,美国
2020/4/23,21797,1326,4376,686,印度
2020/4/23,3635,170,1055,65,南非
2020/4/23,46348,2756,25318,2934,巴西
2020/4/23,62773,4774,4891,555,俄罗斯
2020/4/23,11950,438,1424,299,日本
2020/4/24,10708,6,8501,240,韩国
2020/4/24,84324,13,78362,4642,中国
2020/4/24,88194,1168,66599,5574,伊朗
2020/4/24,153584,2409,106800,5577,德国
2020/4/24,219764,6740,92355,22524,西班牙
2020/4/24,189973,2646,57576,25549,意大利
2020/4/24,871285,27304,80937,50066,美国
2020/4/24,23502,1705,5012,722,印度
2020/4/24,3953,318,1473,75,南非
2020/4/24,50512,4164,26573,3365,巴西
2020/4/24,68622,5849,5568,615,俄罗斯
2020/4/24,12368,418,1494,328,日本
2020/4/25,10718,10,8635,240,韩国
2020/4/25,84338,14,78450,4642,中国
2020/4/25,89328,1134,68193,5650,伊朗
2020/4/25,155418,1834,109800,5802,德国
2020/4/25,223759,3995,95708,22902,西班牙
2020/4/25,192994,3021,60498,25969,意大利
2020/4/25,907096,35811,99129,52063,美国
2020/4/25,24942,1440,5498,780,印度
2020/4/25,4220,267,1473,79,南非
2020/4/25,54043,3531,27655,3704,巴西
2020/4/25,74588,5966,6250,681,俄罗斯
2020/4/25,12829,461,1530,345,日本
2020/4/26,10728,10,8717,242,韩国
2020/4/26,84341,3,78558,4643,中国
2020/4/26,90481,1153,69657,5710,伊朗
2020/4/26,157026,1608,109800,5880,德国
2020/4/26,223759,0,95708,22902,西班牙
2020/4/26,195351,2357,63120,26384,意大利
2020/4/26,941628,34532,105823,54024,美国
2020/4/26,26917,1975,5939,826,印度
2020/4/26,4361,141,1473,86,南非
2020/4/26,59479,5436,29160,4062,巴西
2020/4/26,80949,6361,6767,747,俄罗斯
2020/4/26,13231,402,1656,360,日本
2020/4/27,10738,10,8764,243,韩国
2020/4/27,84347,6,78664,4643,中国
2020/4/27,91472,991,70933,5806,伊朗
2020/4/27,157946,920,114500,5984,德国
2020/4/27,229422,5663,120832,23521,西班牙
2020/4/27,197675,2324,64928,26644,意大利
2020/4/27,967585,25957,107060,54931,美国
2020/4/27,28380,1463,6523,886,印度
2020/4/27,4546,185,1473,87,南非
2020/4/27,63328,3849,30152,4298,巴西
2020/4/27,87147,6198,7346,794,俄罗斯
2020/4/27,13441,210,1809,372,日本
2020/4/28,10752,14,8854,244,韩国
2020/4/28,84369,22,78729,4643,中国
2020/4/28,92584,1112,72439,5877,伊朗
2020/4/28,159038,1092,117400,6161,德国
2020/4/28,232128,2706,123903,23822,西班牙
2020/4/28,199414,1739,66624,26977,意大利
2020/4/28,990135,22550,111587,56475,美国
2020/4/28,29451,1071,7137,939,印度
2020/4/28,4793,247,1473,90,南非
2020/4/28,67446,4118,31142,4603,巴西
2020/4/28,93558,6411,8456,867,俄罗斯
2020/4/28,13614,173,1899,385,日本
2020/4/29,10761,9,8922,246,韩国
2020/4/29,84373,4,78785,4643,中国
2020/4/29,93657,1073,73791,5957,伊朗
2020/4/29,160479,1441,120400,6330,德国
2020/4/29,236899,4771,132929,24275,西班牙
2020/4/29,201505,2091,68941,27359,意大利
2020/4/29,1015289,25154,115955,58529,美国
2020/4/29,31787,2336,7796,1008,印度
2020/4/29,4996,203,2073,93,南非
2020/4/29,73235,5789,32544,5083,巴西
2020/4/29,99399,5841,10286,972,俄罗斯
2020/4/29,13736,122,1899,394,日本
2020/4/30,10765,4,9059,247,韩国
2020/4/30,84385,12,78845,4643,中国
2020/4/30,94640,983,75103,6028,伊朗
2020/4/30,161985,1506,123500,6504,德国
2020/4/30,239639,2740,137984,24543,西班牙
2020/4/30,203591,2086,71252,27682,意大利
2020/4/30,1043595,28306,124294,61187,美国
2020/4/30,33610,1823,8437,1079,印度
2020/4/30,5350,354,2073,103,南非
2020/4/30,80246,7011,34132,5541,巴西
2020/4/30,106498,7099,11619,1073,俄罗斯
2020/4/30,13965,229,2368,425,日本
2020/5/1,10774,9,9072,248,韩国
2020/5/1,84388,3,78905,4643,中国
2020/5/1,95646,1006,76318,6091,伊朗
2020/5/1,163009,1024,126900,6623,德国
2020/5/1,239639,0,137984,24824,西班牙
2020/5/1,205463,1872,75945,27967,意大利
2020/5/1,1095023,51428,153947,63019,美国
2020/5/1,35043,1433,9068,1154,印度
2020/5/1,5647,297,2073,103,南非
2020/5/1,87187,6941,35935,6006,巴西
2020/5/1,114431,7933,13220,1169,俄罗斯
2020/5/1,14088,123,2460,430,日本
2020/5/2,10780,6,9123,250,韩国
2020/5/2,84393,5,78939,4643,中国
2020/5/2,96448,802,77350,6156,伊朗
2020/5/2,164316,1307,129000,6736,德国
2020/5/2,245567,5928,146233,25100,西班牙
2020/5/2,207428,1965,78249,28236,意大利
2020/5/2,1131030,36007,161563,65753,美国
2020/5/2,37336,2293,10007,1223,印度
2020/5/2,5951,304,2382,116,南非
2020/5/2,92630,5443,38039,6434,巴西
2020/5/2,124054,9623,15013,1222,俄罗斯
2020/5/2,14305,217,2975,455,日本
2020/5/3,10780,0,9123,250,韩国
2020/5/3,84400,7,79016,4643,中国
2020/5/3,96448,0,77350,6156,伊朗
2020/5/3,164967,651,129000,6812,德国
2020/5/3,245567,0,146233,25100,西班牙
2020/5/3,209328,1900,79914,28710,意大利
2020/5/3,1160774,29744,173318,67444,美国
2020/5/3,39699,2363,10819,1323,印度
2020/5/3,6336,385,2549,123,南非
2020/5/3,96559,3929,40937,6750,巴西
2020/5/3,124054,0,15013,1222,俄罗斯
2020/5/3,14305,0,2975,455,日本
2020/5/4,10801,21,9217,252,韩国
2020/5/4,84404,4,79126,4643,中国
2020/5/4,98647,2199,79379,6277,伊朗
2020/5/4,165745,778,132700,6866,德国
2020/5/4,248301,2734,151633,25428,西班牙
2020/5/4,210717,1389,81654,28884,意大利
2020/5/4,1188122,27348,178263,68598,美国
2020/5/4,42836,3137,11782,1395,印度
2020/5/4,6783,447,2549,131,南非
2020/5/4,101826,5267,42991,7051,巴西
2020/5/4,145268,21214,18095,1356,俄罗斯
2020/5/4,14877,572,3981,487,日本
2020/5/5,10804,3,9283,254,韩国
2020/5/5,84406,2,79204,4643,中国
2020/5/5,99970,1323,80475,6340,伊朗
2020/5/5,166304,559,135100,6993,德国
2020/5/5,250561,2260,154718,25613,西班牙
2020/5/5,211938,1224,82879,29079,意大利
2020/5/5,1212835,24713,188027,69921,美国
2020/5/5,46476,3640,12849,1571,印度
2020/5/5,7220,437,2746,138,南非
2020/5/5,108620,6794,45815,7367,巴西
2020/5/5,155370,10102,19865,1451,俄罗斯
2020/5/5,15078,201,4156,536,日本
2020/5/6,10806,2,9333,255,韩国
2020/5/6,84409,3,79268,4643,中国
2020/5/6,101650,1680,81587,6418,伊朗
2020/5/6,167372,1068,137400,6993,德国
2020/5/6,250561,0,154718,25613,西班牙
2020/5/6,213013,1075,85231,29315,意大利
2020/5/6,1237633,24798,200626,72271,美国
2020/5/6,49852,3376,14367,1704,印度
2020/5/6,7572,352,2746,148,南非
2020/5/6,116299,7679,48221,7966,巴西
2020/5/6,165929,10559,21327,1537,俄罗斯
2020/5/6,15253,175,4496,556,日本
2020/5/7,10810,4,9419,256,韩国
2020/5/7,84415,6,79324,4643,中国
2020/5/7,103135,1485,82744,6486,伊朗
2020/5/7,168655,1283,139900,7322,德国
2020/5/7,253682,3121,159359,25857,西班牙
2020/5/7,214457,1444,93245,29684,意大利
2020/5/7,1263092,25459,212981,74799,美国
2020/5/7,53045,3193,15331,1787,印度
2020/5/7,7808,236,3153,153,南非
2020/5/7,127389,11090,51370,8605,巴西
2020/5/7,177160,11231,23803,1625,俄罗斯
2020/5/7,15253,0,4496,556,日本
2020/5/8,10822,12,9484,256,韩国
2020/5/8,84416,1,79401,4643,中国
2020/5/8,104691,1556,83837,6541,伊朗
2020/5/8,169430,775,141700,7392,德国
2020/5/8,256855,3173,163919,26070,西班牙
2020/5/8,215858,1401,96276,29958,意大利
2020/5/8,1292623,29531,217250,76928,美国
2020/5/8,57306,4261,17041,1899,印度
2020/5/8,8232,424,3153,161,南非
2020/5/8,137309,9920,55350,9307,巴西
2020/5/8,187859,10699,26608,1723,俄罗斯
2020/5/8,15477,224,4918,577,日本
2020/5/9,10840,18,9568,256,韩国
2020/5/9,84430,14,79488,4643,中国
2020/5/9,106220,1529,85064,6589,伊朗
2020/5/9,170876,1446,143300,7510,德国
2020/5/9,260117,3262,168408,26299,西班牙
2020/5/9,217185,1327,99023,30201,意大利
2020/5/9,1321785,29162,223603,78615,美国
2020/5/9,61356,4050,18672,2041,印度
2020/5/9,9420,1188,3983,186,南非
2020/5/9,147003,9694,59297,10037,巴西
2020/5/9,198676,10817,31916,1827,俄罗斯
2020/5/9,15575,98,5146,590,日本
2020/5/10,10874,34,9610,256,韩国
2020/5/10,84450,20,79533,4643,中国
2020/5/10,107603,1383,86143,6640,伊朗
2020/5/10,171539,663,144400,7549,德国
2020/5/10,262783,2666,173157,26478,西班牙
2020/5/10,218268,1083,103031,30395,意大利
2020/5/10,1347309,25524,252108,80037,美国
2020/5/10,65021,3665,19665,2153,印度
2020/5/10,9420,0,3983,186,南非
2020/5/10,156604,9601,61685,10697,巴西
2020/5/10,209688,11012,34306,1915,俄罗斯
2020/5/10,15663,88,5906,607,日本
2020/5/11,10909,35,9632,256,韩国
2020/5/11,84451,1,79566,4644,中国
2020/5/11,109286,1683,87422,6685,伊朗
2020/5/11,171999,460,145600,7569,德国
2020/5/11,264663,1880,176439,26621,西班牙
2020/5/11,219070,802,105186,30560,意大利
2020/5/11,1367638,20329,256336,80787,美国
2020/5/11,69149,4128,21664,2249,印度
2020/5/11,10652,1232,4357,206,南非
2020/5/11,163510,6906,64957,11207,巴西
2020/5/11,221344,11656,39801,2009,俄罗斯
2020/5/11,15777,114,8127,624,日本
2020/5/12,10936,27,9610,258,韩国
2020/5/12,84458,7,79594,4644,中国
2020/5/12,110767,1481,88357,6733,伊朗
2020/5/12,172812,813,147200,7667,德国
2020/5/12,268143,3480,177846,26744,西班牙
2020/5/12,219814,744,106587,30739,意大利
2020/5/12,1385834,18196,262225,81795,美国
2020/5/12,72593,3444,23203,2331,印度
2020/5/12,11350,698,4357,206,南非
2020/5/12,170021,6511,67384,11701,巴西
2020/5/12,232243,10899,43512,2116,俄罗斯
2020/5/12,15847,70,8293,633,日本
2020/5/13,10962,26,9695,259,韩国
2020/5/13,84464,6,79621,4644,中国
2020/5/13,112725,1958,89428,6783,伊朗
2020/5/13,173546,734,148700,7780,德国
2020/5/13,269520,1377,180470,26920,西班牙
2020/5/13,221216,1402,109039,30911,意大利
2020/5/13,1408636,22802,296746,83425,美国
2020/5/13,77729,5136,25977,2535,印度
2020/5/13,11350,0,4357,206,南非
2020/5/13,179457,9436,72597,12531,巴西
2020/5/13,242271,10028,48003,2212,俄罗斯
2020/5/13,15968,121,8531,657,日本
2020/5/14,10991,29,9762,260,韩国
2020/5/14,84469,5,79644,4644,中国
2020/5/14,114533,1808,90539,6854,伊朗
2020/5/14,174098,552,150300,7861,德国
2020/5/14,271095,1575,183007,27104,西班牙
2020/5/14,222104,888,112541,31106,意大利
2020/5/14,1430348,21712,310259,85197,美国
2020/5/14,79333,1604,26675,2564,印度
2020/5/14,12074,724,4745,219,南非
2020/5/14,192081,12624,78424,13276,巴西
2020/5/14,252245,9974,53530,2305,俄罗斯
2020/5/14,16049,81,8920,678,日本
2020/5/15,11018,27,9821,260,韩国
2020/5/15,84478,9,79668,4644,中国
2020/5/15,116635,2102,91836,6902,伊朗
2020/5/15,174478,380,151547,7884,德国
2020/5/15,272646,1551,186480,27321,西班牙
2020/5/15,223096,992,115288,31368,意大利
2020/5/15,1457593,27245,318027,86912,美国
2020/5/15,83072,3739,28792,2662,印度
2020/5/15,12739,665,5676,238,南非
2020/5/15,206507,14426,79479,14131,巴西
2020/5/15,262843,10598,58226,2418,俄罗斯
2020/5/15,16120,71,9868,697,日本
2020/5/16,11037,19,9851,262,韩国
2020/5/16,84484,10,79682,4645,中国
2020/5/16,118392,1757,93147,6937,伊朗
2020/5/16,175715,1237,151953,7931,德国
2020/5/16,274367,1721,188967,27459,西班牙
2020/5/16,223885,789,120205,31610,意大利
2020/5/16,1484285,26692,327751,88507,美国
2020/5/16,88506,5434,30786,2760,印度
2020/5/16,13524,785,6083,247,南非
2020/5/16,220291,13784,84970,14962,巴西
2020/5/16,272043,9200,63166,2537,俄罗斯
2020/5/16,16203,83,10338,713,日本
2020/5/17,11050,13,9888,262,韩国
2020/5/17,84494,10,79701,4645,中国
2020/5/17,120198,1806,94464,6988,伊朗
2020/5/17,176369,654,154011,7958,德国
2020/5/17,276505,2138,192253,27563,西班牙
2020/5/17,224760,875,122810,31763,意大利
2020/5/17,1507773,23488,339232,90113,美国
2020/5/17,92239,3733,35603,2911,印度
2020/5/17,14355,831,6478,261,南非
2020/5/17,233511,13220,89672,15662,巴西
2020/5/17,281752,9709,67373,2631,俄罗斯
2020/5/17,16237,34,10338,725,日本
2020/5/18,11065,15,9904,263,韩国
2020/5/18,84500,6,79708,4645,中国
2020/5/18,122492,2294,95661,7057,伊朗
2020/5/18,176551,182,155041,7988,德国
2020/5/18,277719,1214,195945,27650,西班牙
2020/5/18,225435,675,125176,31908,意大利
2020/5/18,1527664,19291,346389,90978,美国
2020/5/18,97577,5338,36824,3041,印度
2020/5/18,15515,1160,7006,264,南非
2020/5/18,244052,10541,94122,16201,巴西
2020/5/18,290678,8926,70209,2722,俄罗斯
2020/5/18,16285,48,11153,744,日本
2020/5/19,11078,13,9938,263,韩国
2020/5/19,84505,5,79715,4645,中国
2020/5/19,124603,2111,97173,7119,伊朗
2020/5/19,177289,738,155681,8067,德国
2020/5/19,278188,469,196958,27709,西班牙
2020/5/19,225886,451,127326,32007,意大利
2020/5/19,1550294,22630,356383,91981,美国
2020/5/19,102335,4758,39674,3169,印度
2020/5/19,16433,918,7298,286,南非
2020/5/19,257396,13344,100459,16941,巴西
2020/5/19,299941,9263,76130,2837,俄罗斯
2020/5/19,16305,20,11564,749,日本
2020/5/20,11110,32,10066,263,韩国
2020/5/20,84507,2,79722,4645,中国
2020/5/20,126949,2346,98808,7183,伊朗
2020/5/20,178150,861,156966,8136,德国
2020/5/20,278803,615,196958,27778,西班牙
2020/5/20,226699,813,129401,32169,意大利
2020/5/20,1570583,20289,361180,93533,美国
2020/5/20,107819,5484,43070,3317,印度
2020/5/20,17200,767,7960,312,南非
2020/5/20,271885,14489,106794,17983,巴西
2020/5/20,308705,8764,85392,2972,俄罗斯
2020/5/20,16367,62,11564,768,日本
2020/5/21,11122,12,10135,264,韩国
2020/5/21,84520,13,79736,4645,中国
2020/5/21,129341,2392,100564,7249,伊朗
2020/5/21,178748,598,158057,8195,德国
2020/5/21,279524,721,196958,27888,西班牙
2020/5/21,227364,665,132282,32330,意大利
2020/5/21,1592723,22140,370076,94936,美国
2020/5/21,113461,5642,46002,3457,印度
2020/5/21,19137,1937,8950,369,南非
2020/5/21,291579,19694,116683,18859,巴西
2020/5/21,317554,8849,92681,3099,俄罗斯
2020/5/21,16385,18,12286,771,日本
2020/5/22,11142,20,10162,264,韩国
2020/5/22,84522,2,79740,4645,中国
2020/5/22,131652,2311,102276,7300,伊朗
2020/5/22,179150,402,159025,8219,德国
2020/5/22,280117,593,196958,27940,西班牙
2020/5/22,228006,642,134560,32486,意大利
2020/5/22,1620897,28714,382169,96354,美国
2020/5/22,119574,6113,49026,3600,印度
2020/5/22,19137,0,8950,369,南非
2020/5/22,310087,18508,125960,20047,巴西
2020/5/22,326448,8894,99825,3249,俄罗斯
2020/5/22,16424,39,12672,777,日本
2020/5/23,11165,23,10194,266,韩国
2020/5/23,84525,3,79746,4645,中国
2020/5/23,133521,1869,104072,7359,伊朗
2020/5/23,179787,637,159681,8256,德国
2020/5/23,281904,1787,196958,28628,西班牙
2020/5/23,228658,652,136720,32616,意大利
2020/5/23,1644979,24082,433597,97647,美国
2020/5/23,130506,10932,53947,3850,印度
2020/5/23,20125,988,10104,397,南非
2020/5/23,330890,20803,135430,21048,巴西
2020/5/23,335882,9434,107936,3388,俄罗斯
2020/5/23,16513,89,13005,796,日本
2020/5/24,11190,25,10213,266,韩国
2020/5/24,84536,11,79757,4645,中国
2020/5/24,135701,2180,105801,7417,伊朗
2020/5/24,180072,285,160263,8283,德国
2020/5/24,282370,466,196958,28678,西班牙
2020/5/24,229327,669,138840,32735,意大利
2020/5/24,1666828,21849,446914,98683,美国
2020/5/24,133725,3219,54865,3909,印度
2020/5/24,21343,1218,10104,407,南非
2020/5/24,347398,16508,142587,22013,巴西
2020/5/24,344481,8599,113299,3541,俄罗斯
2020/5/24,16536,23,13244,808,日本
2020/5/25,11206,16,10226,267,韩国
2020/5/25,84543,7,79767,4645,中国
