241.2397,,,date,real,predict
108.12263,,,,,
108.27443,,,,,
108.279625,,,,,
107.327324,,,,,
106.28491,,,,,
104.83756,,,,,
102.923065,,,,,
101.04275,,,,,
99.75236,,,,,
99.46424,,,,,
99.9119,,,,,
100.21114,,,,,
99.795975,,,,,
99.25092,,,,,
98.440796,,,,,
97.816345,,,,,
97.843864,,,,,
98.8838,,,,,
100.196014,,,,,
100.50486,,,,,
99.41947,,,,,
97.789825,,,,,
96.68472,,,,,
96.24144,,,,,
96.173386,,,,,
96.37108,,,,,
96.79415,,,,,
96.74162,,,,,
96.33496,,,,,
96.13712,,,,,
95.95937,,,,,
95.76411,,,,,
95.72393,,,,,
96.11578,,,,,
97.15135,,,,,
97.99965,,,,,
98.31908,,,,,
98.22481,,,,,
97.57385,,,,,
96.94934,,,,,
96.85194,,,,,
97.17506,,,,,
97.74806,,,,,
98.79728,,,,,
100.06881,,,,,
101.44418,,,,,
102.621124,,,,,
103.09435,,,,,
102.99855,,,,,
102.675446,,,,,
102.51416,,,,,
102.52839,,,,,
102.96811,,,,,
103.78598,,,,,
104.80487,,,,,
105.84493,,,,,
106.583305,,,,,
106.78853,,,,,
106.801544,,,,,
106.64667,,,,,
106.492165,,,,,
106.22354,,,,,
106.54909,,,,,
107.61535,,,,,
108.739494,,,,,
109.74853,,,,,
110.32396,,,,,
110.57699,,,,,
110.599144,,,,,
110.31109,,,,,
109.87464,,,,,
109.55884,,,,,
109.71752,,,,,
110.37526,,,,,
111.273155,,,,,
111.44995,,,,,
110.70817,,,,,
109.35528,,,,,
108.05483,,,,,
106.879875,,,,,
105.9662,,,,,
105.22629,,,,,
103.354416,,,,,
100.966225,,,,,
98.40504,,,,,
96.22242,,,,,
94.83957,,,,,
94.450676,,,,,
94.60088,,,,,
94.78166,,,,,
94.75504,,,,,
94.61888,,,,,
94.522995,,,,,
94.40228,,,,,
93.83717,,,,,
93.30375,,,,,
93.43377,,,,,
94.10293,,,,,
94.97569,,,,,
95.72424,,,,,
96.380554,,,,,
97.13089,,,,,
98.11563,,,,,
99.27872,,,,,
100.276146,,,,,
100.905685,,,,,
101.06016,,,,,
100.640045,,,,,
99.941246,,,,,
99.329636,,,,,
99.18118,,,,,
99.40592,,,,,
99.6662,,,,,
99.79214,,,,,
99.804726,,,,,
99.53845,,,,,
99.162605,,,,,
98.63202,,,,,
98.08832,,,,,
97.58123,,,,,
97.016815,,,,,
96.67942,,,,,
96.60286,,,,,
96.20903,,,,,
95.486595,,,,,
94.710266,,,,,
94.29365,,,,,
94.37615,,,,,
94.94119,,,,,
95.68346,,,,,
96.17805,,,,,
96.48667,,,,,
96.817474,,,,,
97.22004,,,,,
97.66815,,,,,
98.09537,,,,,
98.413345,,,,,
98.8346,,,,,
99.29616,,,,,
99.803604,,,,,
100.33211,,,,,
100.742676,,,,,
100.866516,,,,,
100.577896,,,,,
99.82217,,,,,
100.12523,,,,,
101.34536,,,,,
102.9545,,,,,
104.373314,,,,,
105.55144,,,,,
106.17641,,,,,
106.38876,,,,,
106.505875,,,,,
106.859,,,,,
107.499954,,,,,
108.2692,,,,,
108.876785,,,,,
109.05613,,,,,
108.94854,,,,,
109.025635,,,,,
109.24214,,,,,
109.47066,,,,,
109.53928,,,,,
109.46942,,,,,
109.30034,,,,,
109.11057,,,,,
108.75268,,,,,
108.3115,,,,,
107.800575,,,,,
107.19532,,,,,
106.611725,,,,,
106.27337,,,,,
106.48797,,,,,
107.11784,,,,,
107.7953,,,,,
108.16018,,,,,
107.720245,,,,,
106.41164,,,,,
105.679184,,,,,
106.145454,,,,,
108.29813,,,,,
111.40682,,,,,
114.18313,,,,,
115.43929,,,,,
115.46722,,,,,
115.050224,,,,,
114.692314,,,,,
114.01512,,,,,
113.3932,,,,,
113.20112,,,,,
113.28832,,,,,
113.31214,,,,,
113.243095,,,,,
113.21145,,,,,
113.31054,,,,,
113.53844,,,,,
113.90114,,,,,
114.40541,,,,,
115.4141,,,,,
116.550896,,,,,
117.27386,,,,,
117.693344,,,,,
117.81646,,,,,
117.91146,,,,,
117.86902,,,,,
117.63242,,,,,
117.31722,,,,,
117.11899,,,,,
117.24865,,,,,
116.87462,,,,,
116.23601,,,,,
115.40904,,,,,
114.60139,,,,,
113.98533,,,,,
113.250206,,,,,
112.40138,,,,,
111.22311,,,,,
110.28854,,,,,
109.917,,,,,
109.930435,,,,,
110.31046,,,,,
110.112335,,,,,
109.422874,,,,,
108.46949,,,,,
107.62781,,,,,
107.674934,,,,,
108.46538,,,,,
109.51324,,,,,
110.7092,,,,,
111.654495,,,,,
112.10959,,,,,
112.20311,,,,,
112.00616,,,,,
111.84473,,,,,
111.60671,,,,,
111.090866,,,,,
110.60791,,,,,
110.25891,,,,,
110.01933,,,,,
110.16638,,,,,
110.874016,,,,,
111.992485,,,,,
113.171265,,,,,
114.27916,,,,,
115.17171,,,,,
115.93578,,,,,
116.37507,,,,,
116.65759,,,,,
116.869804,,,,,
116.92573,,,,,
116.7019,,,,,
116.51432,,,,,
116.68659,,,,,
116.8951,,,,,
116.99881,,,,,
116.83249,,,,,
116.51276,,,,,
116.22712,,,,,
116.23294,,,,,
116.69953,,,,,
117.53056,,,,,
118.34828,,,,,
118.91255,,,,,
119.21234,,,,,
119.158905,,,,,
119.226295,,,,,
119.37534,,,,,
119.71118,,,,,
120.026535,,,,,
120.106895,,,,,
120.1675,,,,,
120.5385,,,,,
121.18689,,,,,
121.57043,,,,,
121.6154,,,,,
122.705864,,,,,
124.76787,,,,,
126.860756,,,,,
128.41417,,,,,
129.53777,,,,,
130.41803,,,,,
131.07771,,,,,
131.64958,,,,,
132.22144,,,,,
132.76915,,,,,
133.64362,,,,,
134.61209,,,,,
135.18259,,,,,
135.56105,,,,,
135.87236,,,,,
136.31825,,,,,
136.41844,,,,,
136.4752,,,,,
136.58109,,,,,
136.88702,,,,,
137.7631,,,,,
138.5013,,,,,
138.93166,,,,,
139.0155,,,,,
138.87517,,,,,
138.63852,,,,,
138.56317,,,,,
